,X,Y,Z,DBH
0,-8.59906645644015,-1.5288609865571157,-0.17308840284659932,0.23373769289249208
1,6.43502862156543,6.435075421717012,-0.14198038979592775,0.22863030433654785
2,0.8702684749716586,4.478270097644632,-0.202728688623383,0.26034873723983765
3,-9.102714229150056,-12.266451039654507,-0.094135191580621,0.17674346268177032
4,5.802443068534617,-1.9192981943450158,-0.16940251959158958,0.205589299901698
5,9.832846980093901,-10.90186026280455,-0.012840381974421167,0.1987370979464526
6,-10.76126044639802,-7.523399592927912,-0.116544175081996,0.1940800578567467
7,2.7833073145132587,-2.5151878757455117,-0.20268074513596357,0.23189137876033783
8,3.0376637156569957,3.0820963907778305,-0.1973418615547149,0.2020777314901352
9,7.610727571300645,-7.426798106423038,-0.10589475502221668,0.1872178018093109
10,14.646342867820715,4.056466801143451,0.03656879407888303,0.20592973172170964
11,12.551467420878913,-8.552181831399736,0.027979466681234078,0.1551758348941803
12,-11.163381108249379,0.22870269285368924,-0.12382131466469914,0.2604397267235623
13,14.123067453447762,7.744706952850542,0.03315571513198545,0.2402695268392563
14,3.1056265111717383,-7.082775090576611,-0.17118822344311968,0.18195904791355133
